cleaned_questions,Number Count,Array,String,Dynamic Programming,Math,Hash Table,Greedy,Sorting,Depth-First Search,Breadth-First Search,Binary Search
linked list binary tree given binary tree root linked list head first node return true element linked list starting head correspond downward path connected binary tree otherwise return false context downward path mean path start node go downwards,0,0,0,0,0,0,0,0,1,1,0
split array consecutive subsequence given integer array nums sorted nondecreasing order determine possible split nums one subsequence following condition true return true split nums according condition false otherwise subsequence array new array formed original array deleting can none element without disturbing relative position remaining element subsequence not,11,1,0,0,0,1,1,0,0,0,0
minimum move equal array element given integer array nums size return minimum number move required make array element equal one move increment decrement element array test case designed answer fit bit integer,2,1,0,0,1,0,0,1,0,0,0
minimum adjacent swap consecutive one given integer array nums integer nums comprises one move choose two adjacent index swap value return minimum number move required nums consecutive,3,1,0,0,0,0,1,0,0,0,0
minimum number tap open water garden onedimensional garden xaxis garden start point end point length garden tap located point garden given integer integer array range length rangesi indexed mean ith tap water area rangesi rangesi open return minimum number tap open water whole garden garden cannot watered return,7,1,0,1,0,0,1,0,0,0,0
next greater numerically balanced number integer numerically balanced every digit number exactly occurrence digit given integer return smallest numerically balanced number strictly greater,0,0,0,0,1,0,0,0,0,0,0
optimal division given integer array nums adjacent integer nums perform float division however add number parenthesis position change priority operation want add parenthesis value expression evaluation maximum return corresponding expression maximum value string format note expression contain redundant parenthesis,0,1,0,1,1,0,0,0,0,0,0
maximize score operation given nums array positive integer size must perform operation array ith operation indexed will return maximum score receive performing operation function gcdx greatest common divisor,2,1,0,1,1,0,0,0,0,0,0
perfect rectangle given array rectangle rectanglesi represents axisaligned rectangle bottomleft point rectangle topright point return true rectangle together form exact cover rectangular region,0,1,0,0,0,0,0,0,0,0,0
minimum operation make array alternating given indexed array nums consisting positive integer array nums called alternating one operation choose index change numsi positive integer return minimum number operation required make array alternating,1,1,0,0,0,1,1,0,0,0,0
maximum depth binary tree given root binary tree return maximum depth binary tree maximum depth number node along longest path root node farthest leaf node,0,0,0,0,0,0,0,0,1,1,0
combination sum iii find valid combination number sum following condition true return list possible valid combination list must contain combination twice combination may returned order,0,1,0,0,0,0,0,0,0,0,0
lexicographical number given integer return number range sorted lexicographical order must write algorithm run time us extra space,2,0,0,0,0,0,0,0,1,0,0
alphabet board path alphabet board start position corresponding character board here board abcde fghij klmno pqrst uvwxy shown diagram below may make following move here position exist board position letter them return sequence move make answer equal target minimum number move may return path,4,0,1,0,0,1,0,0,0,0,0
scramble string scramble string get string using following algorithm given two string length return true scrambled string otherwise return false,4,0,1,1,0,0,0,0,0,0,0
find lucky integer array given array integer arr lucky integer integer frequency array equal value return largest lucky integer array lucky integer return,1,1,0,0,0,1,0,0,0,0,0
sum given four integer array nums nums nums nums length return number tuples that,5,1,0,0,0,1,0,0,0,0,0
maximum nesting depth parenthesis string valid parenthesis string denoted vps meet one following similarly define nesting depth depth vps follows example vpss with nesting depth vpss given vps represented string return nesting depth,3,0,1,0,0,0,0,0,0,0,0
removing minimum maximum array given indexed array distinct integer nums element nums lowest value element highest value call minimum maximum respectively goal remove element array deletion defined either removing element front array removing element back array return minimum number deletion would take remove minimum maximum element array,1,1,0,0,0,0,1,0,0,0,0
filling bookcase shelf given array book booksi thicknessi heighti indicates thickness height ith book also given integer shelfwidth want place book order onto bookcase shelf total width shelfwidth choose book place shelf sum thickness le equal shelfwidth build another level shelf bookcase total height bookcase increased maximum height book put down repeat process book place note step process order book place order given sequence book return minimum possible height total bookshelf placing shelf manner,0,1,0,1,0,0,0,0,0,0,0
number music playlist music player contains different song want listen goal song not necessarily different trip avoid boredom create playlist that given goal return number possible playlist create since answer large return modulo,2,0,0,1,1,0,0,0,0,0,0
decrease element make array zigzag given array nums integer move consists choosing element decreasing array zigzag array either return minimum number move transform given array nums zigzag array,1,1,0,0,0,0,1,0,0,0,0
minimum path sum given grid filled nonnegative number find path top left bottom right minimizes sum number along path note move either right point time,0,1,0,1,0,0,0,0,0,0,0
verbal arithmetic puzzle given equation represented word left side result right side need check equation solvable following rule return true equation solvable otherwise return false,0,1,1,0,1,0,0,0,0,0,0
tree given root two binary tree write function check not two binary tree considered structurally identical node value,0,0,0,0,0,0,0,0,1,1,0
super palindrome let say positive integer superpalindrome palindrome also square palindrome given two positive integer left right represented string return number superpalindromes integer inclusive range left right,0,0,0,0,1,0,0,0,0,0,0
best time buy sell stock given array price pricesi price given stock ith day want maximize profit choosing single day buy one stock choosing different day future sell stock return maximum profit achieve transaction cannot achieve profit return,1,1,0,1,0,0,0,0,0,0,0
swap longest repeated character substring given string text swap two character text return length longest substring repeated character,0,0,1,0,0,0,0,0,0,0,0
reaching point given four integer return true possible convert point point operation false otherwise allowed operation point convert either,0,0,0,0,1,0,0,0,0,0,0
reconstruct itinerary given list airline ticket ticketsi fromi toi represent departure arrival airport one flight reconstruct itinerary order return ticket belong man departs jfk thus itinerary must begin jfk multiple valid itinerary return itinerary smallest lexical order read single string may assume ticket form least one valid itinerary must use ticket once,0,0,0,0,0,0,0,0,1,0,0
flip equivalent binary tree binary tree define flip operation follows choose node swap left right child subtrees binary tree flip equivalent binary tree make equal number flip operation given root two binary tree root root return true two tree flip equivalent false otherwise,2,0,0,0,0,0,0,0,1,0,0
delete earn given integer array nums want maximize number point get performing following operation number time return maximum number point earn applying operation number time,0,1,0,1,0,1,0,0,0,0,0
tiling rectangle fewest square given rectangle size return minimum number integersided square tile rectangle,0,0,0,1,0,0,0,0,0,0,0
maximize topmost element move given indexed integer array nums representing content pile nums topmost element pile one move perform either following also given integer denotes total number move made return maximum value topmost element pile possible exactly move case possible obtain nonempty pile move return,3,1,0,0,0,0,1,0,0,0,0
maximum building height want build new building city new building built line labeled however city restriction height new building additionally city restriction maximum height specific building restriction given integer array restriction restrictionsi idi maxheighti indicates building idi must height le equal maxheighti guaranteed building appear restriction building restriction return maximum possible height tallest building,3,1,0,0,1,0,0,0,0,0,0
diagonal traverse given matrix mat return array element array diagonal order,0,1,0,0,0,0,0,0,0,0,0
ransom note given two string ransomnote magazine return true ransomnote constructed magazine false otherwise letter magazine used ransomnote,0,0,1,0,0,1,0,0,0,0,0
map sum pair design map allows following implement mapsum class,0,0,1,0,0,1,0,0,0,0,0
maximal rectangle given row col binary matrix filled find largest rectangle containing return area,3,1,0,1,0,0,0,0,0,0,0
add binary given two binary string return sum binary string,0,0,1,0,1,0,0,0,0,0,0
subtree another tree given root two binary tree root subroot return true subtree root structure node value subroot false otherwise subtree binary tree tree tree consists node tree node descendant tree tree could also considered subtree itself,0,0,0,0,0,0,0,0,1,0,0
nth digit given integer return nth digit infinite integer sequence,11,0,0,0,1,0,0,0,0,0,1
count different palindromic subsequence given string return number different nonempty palindromic subsequence since answer may large return modulo subsequence string obtained deleting zero character string sequence palindromic equal sequence reversed two sequence different,6,0,1,1,0,0,0,0,0,0,0
binary tree pruning given root binary tree return tree every subtree given tree containing removed subtree node node node plus every node descendant node,1,0,0,0,0,0,0,0,1,0,0
maximum subarray minproduct minproduct array equal minimum value array multiplied array sum given array integer nums return maximum minproduct nonempty subarray nums since answer may large return modulo note minproduct maximized performing modulo operation testcases generated maximum minproduct without modulo fit bit signed integer subarray contiguous part array,3,1,0,0,0,0,0,0,0,0,0
minimum operation make array equal array arr length arri valid value one operation select two index subtract arrx add arry perform arrx arry goal make element array equal guaranteed element array made equal using operation given integer length array return minimum number operation needed make element arr equal,8,0,0,0,1,0,0,0,0,0,0
number double reversal reversing integer mean reverse digit given integer num reverse num get reversed reverse reversed get reversed return true reversed equal num otherwise return false,4,0,0,0,1,0,0,0,0,0,0
merge bsts create single bst given bst binary search tree root node separate bsts stored array tree indexed bst tree node two root value one operation can return root resulting bst possible form valid bst performing operation null impossible create valid bst bst binary search tree binary tree node satisfies following property leaf node child,3,0,0,0,0,1,0,0,1,0,1
longest turbulent subarray given integer array arr return length maximum size turbulent subarray arr subarray turbulent comparison sign flip adjacent pair element subarray formally subarray arri arri arrj arr said turbulent,1,1,0,1,0,0,0,0,0,0,0
sum subset xor total xor total array defined bitwise xor element array empty given array nums return sum xor total every subset nums note subset element counted multiple time array subset array obtained deleting possibly zero element,1,1,0,0,1,0,0,0,0,0,0
integer roman roman numeral represented seven different symbol example written roman numeral two one added together written xii simply number written xxvii roman numeral usually written largest smallest left right however numeral four iiii instead number four written one five subtract making four principle applies number nine written six instance subtraction used given integer convert roman numeral,3,0,1,0,1,1,0,0,0,0,0
find array given subset sum given integer representing length unknown array trying recover also given array sum containing value subset sum unknown array particular order return array an length representing unknown array multiple answer exist return them array sub subset array arr sub obtained arr deleting possibly zero all element arr sum element sub one possible subset sum arr sum empty array considered note test case generated always least one correct answer,2,1,0,0,0,0,0,0,0,0,0
cell odd value matrix matrix initialized also array index indicesi represents indexed location perform increment operation matrix location indicesi following given index return number oddvalued cell matrix applying increment location index,3,1,0,0,1,0,0,0,0,0,0
moving stone consecutive three stone different position xaxis given three integer position stone one move pick stone endpoint either lowest highest position stone move unoccupied position endpoint formally let say stone currently position pick stone either position position move stone integer position game end cannot make move stone three consecutive position return integer array answer length where,1,0,0,0,1,0,0,0,0,0,0
bulb switcher bulb initially off first turn bulb turn every second bulb third round toggle every third bulb turning turning ith round toggle every bulb nth round toggle last bulb return number bulb round,0,0,0,0,1,0,0,0,0,0,0
remove colored piece neighbor color piece arranged line piece colored either given string color length colorsi color ith piece alice bob playing game take alternating turn removing piece line game alice move first assuming alice bob play optimally return true alice win return false bob win,0,0,1,0,1,0,1,0,0,0,0
eat favorite candy favorite day given indexed array positive integer candiescount candiescounti represents number candy ith type have also given array query queriesi favoritetypei favoritedayi dailycapi play game following rule construct boolean array answer answerlength querieslength answeri true eat candy type favoritetypei day favoritedayi without eating dailycapi candy day false otherwise note eat different type candy day provided follow rule return constructed array answer,3,1,0,0,0,0,0,0,0,0,0
longest valid parenthesis given string containing character find length longest valid wellformed parenthesis substring,0,0,1,1,0,0,0,0,0,0,0
count prime given integer return number prime number strictly le,0,1,0,0,1,0,0,0,0,0,0
sum node evenvalued grandparent given root binary tree return sum value node evenvalued grandparent node evenvalued grandparent return grandparent node parent parent exists,1,0,0,0,0,0,0,0,1,1,0
max chunk make sorted given integer array arr length represents permutation integer range split arr number chunk partition individually sort chunk concatenating them result equal sorted array return largest number chunk make sort array,2,1,0,0,0,0,1,1,0,0,0
alert using keycard three time one hour period leetcode company worker use keycard unlock office door time worker us keycard security system save worker name time used system emits alert worker us keycard three time onehour period given list string keyname keytime keynamei keytimei corresponds person name time keycard used single day access time given hour time format hhmm return list unique worker name received alert frequent keycard use sort name ascending order alphabetically notice considered within onehour period considered within onehour period,13,1,1,0,0,1,0,1,0,0,0
smallest index equal value given indexed integer array nums return smallest index nums mod numsi index exist mod denotes remainder divided,3,1,0,0,0,0,0,0,0,0,0
flatten nested list iterator given nested list integer nestedlist element either integer list whose element may also integer list implement iterator flatten implement nestediterator class code tested following pseudocode re match expected flattened list code judged correct,0,0,0,0,0,0,0,0,1,0,0
number consecutive difference return nonnegative integer length absolute difference every two consecutive digit note every number answer must leading zero example one leading zero invalid may return answer order,1,0,0,0,0,0,0,0,0,1,0
find subsequence length largest sum given integer array nums integer want find subsequence nums length largest sum return subsequence integer array length subsequence array derived another array deleting element without changing order remaining element,0,1,0,0,0,1,0,1,0,0,0
partitioning minimum number decibinary number decimal number called decibinary digit either without leading zero example decibinary not given string represents positive decimal integer return minimum number positive decibinary number needed sum,6,0,1,0,0,0,1,0,0,0,0
minimum number flip make binary string alternating given binary string allowed perform two type operation string sequence return minimum number type operation need perform becomes alternating string called alternating two adjacent character equal,1,0,1,0,0,0,1,0,0,0,0
reverse prefix word given indexed string word character reverse segment word start index end index first occurrence inclusive character exist word nothing return resulting string,2,0,1,0,0,0,0,0,0,0,0
online majority element subarray design data structure efficiently find majority element given subarray majority element subarray element occurs threshold time subarray implementing majoritychecker class,0,1,0,0,0,0,0,0,0,0,1
knight probability chessboard chessboard knight start cell row column attempt make exactly move row column indexed topleft cell bottomright cell chess knight eight possible move make illustrated below move two cell cardinal direction one cell orthogonal direction time knight move chooses one eight possible move uniformly random even piece would chessboard move there knight continues moving made exactly move moved chessboard return probability knight remains board stopped moving,5,0,0,1,0,0,0,0,0,0,0
minesweeper let play minesweeper game wikipedia online game given char matrix board representing game board where also given integer array click click clickr clickc represents next click position among unrevealed square return board revealing position according following rule,0,1,0,0,0,0,0,0,1,1,0
subarray sum equal given array integer nums integer return total number subarrays whose sum equal,0,1,0,0,0,1,0,0,0,0,0
remove duplicate sorted array given integer array nums sorted nondecreasing order remove duplicate inplace unique element appears twice relative order element kept same since impossible change length array language must instead result placed first part array nums formally element removing duplicate first element nums hold final result matter leave beyond first element return placing final result first slot nums allocate extra space another array must modifying input array inplace extra memory custom judge judge test solution following code assertion pas solution accepted,1,1,0,0,0,0,0,0,0,0,0
kth distinct string array distinct string string present array given array string arr integer return kth distinct string present arr fewer distinct string return empty string note string considered order appear array,0,1,1,0,0,1,0,0,0,0,0
number substring containing three character given string consisting character return number substring containing least one occurrence character,0,0,1,0,0,1,0,0,0,0,0
maximum candy get box box labeled given four array status candy key containedboxes where given integer array initialboxes contains label box initially have take candy open box use key open new box also use box find return maximum number candy get following rule above,2,1,0,0,0,0,0,0,0,1,0
largest number least twice others given integer array nums largest integer unique determine whether largest element array least twice much every number array return index largest element return otherwise,1,1,0,0,0,0,0,1,0,0,0
frequent number following key array given indexed integer array nums also given integer key present nums every unique integer target nums count number time target immediately follows occurrence key nums word count number index that return target maximum count test case generated target maximum count unique,1,1,0,0,0,1,0,0,0,0,0
parallel course iii given integer indicates course labeled also given integer array relation relationsj prevcoursej nextcoursej denotes course prevcoursej completed course nextcoursej prerequisite relationship furthermore given indexed integer array time timei denotes many month take complete ith course must find minimum number month needed complete course following rule return minimum number month needed complete course note test case generated possible complete every course graph directed acyclic graph,4,0,0,1,0,0,0,0,0,0,0
find median data stream median middle value ordered integer list size list even middle value median mean two middle value implement medianfinder class,0,0,0,0,0,0,0,1,0,0,0
distribute repeating integer given array integer nums unique value array also given array customer order quantity quantity quantityi amount integer ith customer ordered determine possible distribute nums that return true possible distribute nums according condition,1,1,0,1,0,0,0,0,0,0,0
minimum white tile covering carpet given indexed binary string floor represents color tile floor also given numcarpets carpetlen numcarpets black carpet length carpetlen tile cover tile given carpet number white tile still visible minimum carpet may overlap one another return minimum number white tile still visible,1,0,1,1,0,0,0,0,0,0,0
maximum number word found sentence sentence list word separated single space leading trailing space given array string sentence sentencesi represents single sentence return maximum number word appear single sentence,0,1,1,0,0,0,0,0,0,0,0
score flipping matrix given binary matrix grid move consists choosing row column toggling value row column changing every row matrix interpreted binary number score matrix sum number return highest possible score making number move including zero move,4,1,0,0,0,0,1,0,0,0,0
check array sorted rotated given array nums return true array originally sorted nondecreasing order rotated number position including zero otherwise return false may duplicate original array note array rotated position result array length bix alength modulo operation,0,1,0,0,0,0,0,0,0,0,0
reverse pair given integer array nums return number reverse pair array reverse pair pair numslength numsi numsj,2,1,0,0,0,0,0,0,0,0,1
find middle index array given indexed integer array nums find leftmost middleindex smallest amongst possible one middleindex index nums nums numsmiddleindex numsmiddleindex numsmiddleindex numsnumslength middleindex left side sum considered similarly middleindex numslength right side sum considered return leftmost middleindex satisfies condition index,12,1,0,0,0,0,0,0,0,0,0
falling square several square dropped onto xaxis plane given integer array position positionsi lefti sidelengthi represents ith square side length sidelengthi dropped left edge aligned xcoordinate lefti square dropped one time height landed square fall downward negative direction either land top side another square xaxis square brushing leftright side another square count landing land freeze place cannot moved square dropped must record height current tallest stack square return integer array an ansi represents height described dropping ith square,2,1,0,0,0,0,0,0,0,0,0
last substring lexicographical order given string return last substring lexicographical order,0,0,1,0,0,0,0,0,0,0,0
path minimum effort hiker preparing upcoming hike given height array size row column heightsrowcol represents height cell row col situated topleft cell hope travel bottomright cell row column indexed move down left right wish find route requires minimum effort route effort maximum absolute difference height two consecutive cell route return minimum effort required travel topleft cell bottomright cell,6,1,0,0,0,0,0,0,1,1,1
singlethreaded cpu given n​​​​​​ task labeled represented integer array task tasksi enqueuetimei processingtimei mean i​​​​​​th​​​​ task available process enqueuetimei take processingtimei finish processing singlethreaded cpu process one task time act following way return order cpu process task,3,1,0,0,0,0,0,1,0,0,0
special binary string special binary string binary string following two property given special binary string move consists choosing two consecutive nonempty special substring swapping them two string consecutive last character first string exactly one index first character second string return lexicographically largest resulting string possible applying mentioned operation string,0,0,1,0,0,0,0,0,0,0,0
best time buy sell stock transaction fee given array price pricesi price given stock ith day integer fee representing transaction fee find maximum profit achieve may complete many transaction like need pay transaction fee transaction note may engage multiple transaction simultaneously must sell stock buy again,0,1,0,1,0,0,1,0,0,0,0
number subarrays odd sum given array integer arr return number subarrays odd sum since answer large return modulo,2,1,0,1,1,0,0,0,0,0,0
stone game iii alice bob continue game pile stone several stone arranged row stone associated value integer given array stonevalue alice bob take turn alice starting first player turn player take stone first remaining stone row score player sum value stone taken score player initially objective game end highest score winner player highest score could tie game continues stone taken assume alice bob play optimally return alice alice win bob bob win tie end game score,4,1,0,1,1,0,0,0,0,0,0
target sum given integer array nums integer target want build expression nums adding one symbol integer nums concatenate integer return number different expression build evaluates target,0,1,0,1,0,0,0,0,0,0,0
excel sheet column number given string columntitle represents column title appear excel sheet return corresponding column number example,0,0,1,0,1,0,0,0,0,0,0
count word obtained adding letter given two indexed array string startwords targetwords string consists lowercase english letter only string targetwords check possible choose string startwords perform conversion operation equal targetwords conversion operation described following two step return number string targetwords obtained performing operation string startwords note verifying string targetwords obtained string startwords performing operation string startwords actually change process,1,1,1,0,0,1,0,1,0,0,0
maximum height stacking cuboid given cuboid dimension ith cuboid cuboidsi widthi lengthi heighti indexed choose subset cuboid place other place cuboid cuboid widthi widthj lengthi lengthj heighti heightj rearrange cuboid dimension rotating put another cuboid return maximum height stacked cuboid,1,1,0,1,0,0,0,1,0,0,0
replace element greatest element right side given array arr replace every element array greatest element among element right replace last element return array,1,1,0,0,0,0,0,0,0,0,0
find winner circular game friend playing game friend sitting circle numbered clockwise order formally moving clockwise ith friend brings ith friend moving clockwise nth friend brings friend rule game follows given number friend integer return winner game,4,1,0,0,1,0,0,0,0,0,0
account merge given list account element accountsi list string first element accountsi name rest element email representing email account now would like merge account two account definitely belong person common email account note even two account name may belong different people people could name person number account initially account definitely name merging account return account following format first element account name rest element email sorted order account returned order,1,1,1,0,0,0,0,0,1,1,0
count hidden sequence given indexed array integer difference describes difference pair consecutive integer hidden sequence length formally call hidden sequence hidden differencesi hiddeni hiddeni given two integer lower upper describe inclusive range value lower upper hidden sequence contain return number possible hidden sequence are possible sequence return,4,1,0,0,0,0,0,0,0,0,0
projection area shape given grid place cube axisaligned ax value gridij represents tower cube placed top cell view projection cube onto plane projection like shadow map dimensional figure dimensional plane viewing shadow looking cube top front side return total area three projection,6,1,0,0,1,0,0,0,0,0,0
distance bus stop bus stop numbered form circle know distance pair neighboring stop distancei distance stop number bus go along direction clockwise counterclockwise return shortest distance given start destination stop,3,1,0,0,0,0,0,0,0,0,0
maximum level sum binary tree given root binary tree level root level child return smallest level sum value node level maximal,2,0,0,0,0,0,0,0,1,1,0
print word vertically given string return word vertically order appear word returned list string complete space necessary trailing space allowed word would put one column one column one word,0,1,1,0,0,0,0,0,0,0,0
relative rank given integer array score size scorei score ith athlete competition score guaranteed unique athlete placed based score place athlete highest score place athlete highest score placement athlete determines rank return array answer size answeri rank ith athlete,3,1,0,0,0,0,0,1,0,0,0
least number unique integer removal given array integer arr integer find least number unique integer removing exactly element,0,1,0,0,0,1,1,1,0,0,0
smallest string swap given string array pair index string pair pairsi indicates indicesindexed string swap character pair index given pair number time return lexicographically smallest string changed using swap,2,0,1,0,0,1,0,0,1,1,0
defuse bomb bomb defuse time running out informer provide circular array code length key decrypt code must replace every number number replaced simultaneously code circular next element coden code previous element code coden given circular array code integer key return decrypted code defuse bomb,4,1,0,0,0,0,0,0,0,0,0
number way square number equal product two number given two array integer nums nums return number triplet formed type type following rule,4,1,0,0,1,1,0,0,0,0,0
three equal part given array arr consists zero one divide array three nonempty part part represent binary value possible return that possible return note entire part used considering binary value represents example represents decimal also leading zero allowed represent value,13,1,0,0,1,0,0,0,0,0,0
minimum number people teach social network consisting user friendship user two user communicate know common language given integer array language array friendship where choose one language teach user friend communicate other return minimum number user need teach,0,1,0,0,0,0,1,0,0,0,0
distinct echo substring return number distinct nonempty substring text written concatenation string written string,0,0,1,1,0,0,0,0,0,0,0
maximum number eaten apple special kind apple tree grows apple every day day ith day tree grows applesi apple rot daysi day day daysi apple rotten cannot eaten day apple tree grow apple denoted applesi daysi decided eat one apple day keep doctor away note keep eating first day given two integer array day apple length return maximum number apple eat,2,1,0,0,0,0,1,0,0,0,0
minimum length string deleting similar end given string consisting character asked apply following algorithm string number time return minimum length performing operation number time possibly zero time,0,0,1,0,0,0,0,0,0,0,0
increasing triplet subsequence given integer array nums return true exists triple index numsi numsj numsk index exists return false,0,1,0,0,0,0,1,0,0,0,0
count valid pickup delivery option given order order consist pickup delivery service count valid pickupdelivery possible sequence deliveryi always pickupi since answer may large return modulo,3,0,0,1,1,0,0,0,0,0,0
divide array equal pair given integer array nums consisting integer need divide nums pair that return true nums divided pair otherwise return false,1,1,0,0,0,1,0,0,0,0,0
binary tree level order traversal given root binary tree return bottomup level order traversal node value left right level level leaf root,0,0,0,0,0,0,0,0,0,1,0
number path max score given square board character move board starting bottom right square marked character need reach top left square marked character rest square labeled either numeric character obstacle one move left upleft diagonally obstacle there return list two integer first integer maximum sum numeric character collect second number path take get maximum sum taken modulo case path return,8,1,0,1,0,0,0,0,0,0,0
random pick index given integer array nums possible duplicate randomly output index given target number assume given target number must exist array implement solution class,0,0,0,0,1,1,0,0,0,0,0
maximum student taking exam given matrix seat represent seat distribution classroom seat broken denoted character otherwise denoted character student see answer sitting next left right upper left upper right cannot see answer student sitting directly front behind him return maximum number student take exam together without cheating possible student must placed seat good condition,0,1,0,1,0,0,0,0,0,0,0
simplify path given string path absolute path starting slash file directory unixstyle file system convert simplified canonical path unixstyle file system period refers current directory double period refers directory level multiple consecutive slash treated single slash problem format period treated filedirectory name canonical path following format return simplified canonical path,0,0,1,0,0,0,0,0,0,0,0
frequent subtree sum given root binary tree return frequent subtree sum tie return value highest frequency order subtree sum node defined sum node value formed subtree rooted node including node itself,0,0,0,0,0,1,0,0,1,0,0
parallel course given integer indicates course labeled also given array relation relationsi prevcoursei nextcoursei representing prerequisite relationship course prevcoursei course nextcoursei course prevcoursei taken course nextcoursei also given integer one semester take course long taken prerequisite previous semester course taking return minimum number semester needed take course testcases generated possible take every course,1,0,0,1,0,0,0,0,0,0,0
number burger waste ingredient given two integer tomatoslices cheeseslices ingredient different burger follows return totaljumbo totalsmall number remaining tomatoslices equal number remaining cheeseslices equal possible make remaining tomatoslices cheeseslices equal return,3,0,0,0,1,0,0,0,0,0,0
final value variable performing operation programming language four operation one variable initially value given array string operation containing list operation return final value performing operation,1,1,1,0,0,0,0,0,0,0,0
minimum xor sum two array given two integer array nums nums length xor sum two integer array nums xor nums nums xor nums numsn xor numsn indexed rearrange element nums resulting xor sum minimized return xor sum rearrangement,16,1,0,1,0,0,0,0,0,0,0
largest time given digit given array arr digit find latest hour time made using digit exactly once hour time formatted hhmm earliest hour time latest return latest hour time hhmm format valid time made return empty string,13,0,1,0,0,0,0,0,0,0,0
number way form target string given dictionary given list string length word string target task form target using given word following rule notice use multiple character string word provided condition met return number way form target word since answer may large return modulo,2,1,1,1,0,0,0,0,0,0,0
rank transform array given array integer arr replace element rank rank represents large element rank following rule,0,1,0,0,0,1,0,1,0,0,0
count vowel substring string substring contiguous nonempty sequence character within string vowel substring substring consists vowel five vowel present given string word return number vowel substring word,0,0,1,0,0,1,0,0,0,0,0
unique email address every valid email consists local name domain name separated sign besides lowercase letter email may contain one add period character local name part email address mail sent forwarded address without dot local name note rule apply domain name add plus local name everything first plus sign ignored allows certain email filtered note rule apply domain name possible use rule time given array string email send one email emailsi return number different address actually receive mail,0,1,1,0,0,1,0,0,0,0,0
valid arrangement pair given indexed integer array pair pairsi starti endi arrangement pair valid every index pairslength endi starti return valid arrangement pair note input generated exists valid arrangement pair,4,0,0,0,0,0,0,0,1,0,0
unique substring wraparound string define string infinite wraparound string abcdefghijklmnopqrstuvwxyz look like this given string return number unique nonempty substring present,0,0,1,1,0,0,0,0,0,0,0
build array permutation given zerobased permutation nums indexed build array an length ansi numsnumsi numslength return zerobased permutation nums array distinct integer numslength inclusive,4,1,0,0,0,0,0,0,0,0,0
first bad version product manager currently leading team develop new product unfortunately latest version product fails quality check since version developed based previous version version bad version also bad suppose version want find first bad one cause following one bad given api bool isbadversionversion return whether version bad implement function find first bad version minimize number call api,2,0,0,0,0,0,0,0,0,0,1
two city scheduling company planning interview people given array cost costsi acosti bcosti cost flying ith person city acosti cost flying ith person city bcosti return minimum cost fly every person city exactly people arrive city,1,1,0,0,0,0,1,1,0,0,0
splitting string descending consecutive value given string consists digit check split two nonempty substring numerical value substring descending order difference numerical value every two adjacent substring equal return true possible split s​​​​​​ described above false otherwise substring contiguous sequence character string,1,0,1,0,0,0,0,0,0,0,0
maximum score word formed letter given list word list single letter might repeating score every character return maximum score valid set word formed using given letter wordsi cannot used two time necessary use character letter letter used once score letter given score score score respectively,3,1,1,1,0,0,0,0,0,0,0
capacity ship package within day conveyor belt package must shipped one port another within day day ith package conveyor belt weight weightsi day load ship package conveyor belt order given weight may load weight maximum weight capacity ship return least weight capacity ship result package conveyor belt shipped within day day,0,1,0,0,0,0,1,0,0,0,1
find value mysterious function closest target winston given mysterious function func integer array arr integer target want find value make value funcarr target minimum possible return minimum possible value funcarr target notice func called value arrlength,1,1,0,0,0,0,0,0,0,0,1
count range sum given integer array nums two integer lower upper return number range sum lie lower upper inclusive range sum defined sum element nums index inclusive,0,1,0,0,0,0,0,0,0,0,1
rle iterator use runlength encoding rle encode sequence integer runlength encoded array even length encoding indexed even encodingi tell number time nonnegative integer value encodingi repeated sequence given runlength encoded array design iterator iterates implement rleiterator class,2,1,0,0,0,0,0,0,0,0,0
number node subtree label given tree connected undirected graph cycle consisting node numbered exactly edge root tree node node tree label lowercase character given string label node number label labelsi edge array given form edgesi mean edge node tree return array size ansi number node subtree ith node label node subtree tree tree consisting node descendant node,4,0,0,0,0,1,0,0,1,1,0
total hamming distance hamming distance two integer number position corresponding bit different given integer array nums return sum hamming distance pair integer nums,0,1,0,0,1,0,0,0,0,0,0
number visible people queue people standing queue numbered left right order given array height distinct integer heightsi represents height ith person person see another person right queue everybody shorter them formally ith person see jth person minheightsi heightsj maxheightsi heightsi heightsj return array answer length answeri number people ith person see right queue,5,1,0,0,0,0,0,0,0,0,0
max sum rectangle larger given matrix matrix integer return max sum rectangle matrix sum larger guaranteed rectangle sum larger,0,1,0,1,0,0,0,0,0,0,1
stone game alice bob take turn playing game alice starting first stone pile player turn remove stone pile receive point based stone value alice bob may value stone differently given two integer array length alicevalues bobvalues alicevaluesi bobvaluesi represents alice bob respectively value ith stone winner person point stone chosen player amount point game result draw player play optimally player know others value determine result game and,0,1,0,0,1,0,1,1,0,0,0
unique binary search tree given integer return structurally unique bsts binary search tree exactly node unique value return answer order,1,0,0,1,0,0,0,0,0,0,0
word subset given two string array word word string subset string every letter occurs including multiplicity string word universal every string word subset return array universal string word may return answer order,5,1,1,0,0,1,0,0,0,0,0
kind deck card deck card card integer written return true choose possible split entire deck group card where,2,1,0,0,1,1,0,0,0,0,0
number way paint grid grid size want paint cell grid exactly one three color red yellow green making sure two adjacent cell color two cell share vertical horizontal side color given number row grid return number way paint grid answer may grow large answer must computed modulo,4,0,0,1,0,0,0,0,0,0,0
